query	lat	lon	lat_min	lat_max	lon_min	lon_max
Milwaukee County	43.0180325	-87.5807546062858	42.8420684	43.1925791	-88.0699027	-87.069419
Southwest Alaska	64.4459613	-149.680909	51.0228712	71.6048217	-180	180
Green County	37.2433976	-85.5346302	37.109348	37.471046	-85.69725	-85.353226
Allamakee County	43.2961731	-91.3961856	43.0797806	43.500993	-91.609489	-91.05791
Allamakee County	43.2961731	-91.3961856	43.0797806	43.500993	-91.609489	-91.05791
Allegheny County	40.4597204	-79.9760405	40.194343	40.674935	-80.360873	-79.688761
Allegheny County	40.4597204	-79.9760405	40.194343	40.674935	-80.360873	-79.688761
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
Jefferson County WI	43.0224668	-88.7673031	42.842537	43.1978714	-89.013548	-88.5359991
Chemung County	42.1384667	-76.7725493	42.0001576	42.295425	-76.9658287	-76.5364732
Southeast Alaska	62.9217072	17.7736243	62.9117072	62.9317072	17.7636243	17.7836243
Lake County IL	42.3327033	-87.9939552	42.1517825	42.4956322	-88.1995433	-87.0199244
Winnebago County IL	42.3255276	-89.1496574	42.150132	42.5005322	-89.4020602	-88.939186
Winnebago County IL	42.3255276	-89.1496574	42.150132	42.5005322	-89.4020602	-88.939186
Cook County	41.8197385	-87.756525	41.4697052	42.1542933	-88.2636451	-87.110525
Lake County IL	42.3327033	-87.9939552	42.1517825	42.4956322	-88.1995433	-87.0199244
Lee County AL	32.5814796	-85.3077038	32.409977	32.746384	-85.696938	-85.0010817
Allamakee County	43.2961731	-91.3961856	43.0797806	43.500993	-91.609489	-91.05791
Allamakee County	43.2961731	-91.3961856	43.0797806	43.500993	-91.609489	-91.05791
Houston County MN	43.6624222	-91.4685617	43.500488	43.8473503	-91.7305399	-91.217353
Kendall County IL	41.5853584	-88.4319488	41.4571223	41.7243887	-88.6037093	-88.2521759
Winneshiek County	43.2677179	-91.8563139	43.0816	43.500804	-92.081841	-91.601936
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
San Diego	32.7174202	-117.1627728	32.5347726	33.114249	-117.3098053	-116.9057226
Alajuela	10.4624947	-84.4674980076129	9.8389765	11.084402	-85.4491505	-84.1611432
Dane County	43.0709273	-89.4322174	42.845149	43.2941633	-89.8385684	-89.0088273
Allegheny County	40.4597204	-79.9760405	40.194343	40.674935	-80.360873	-79.688761
Allegheny County	40.4597204	-79.9760405	40.194343	40.674935	-80.360873	-79.688761
Toronto	43.6534817	-79.3839347	43.5802533	43.8554425	-79.6392727	-79.1132193
Calpulalpan	19.55201735	-98.6112926770883	19.463304	19.6411197	-98.7083986	-98.4359218
Marin County	38.0409144	-122.6199638	37.815267	38.3211597	-123.085661	-122.3524581
Alajuela	10.4624947	-84.4674980076129	9.8389765	11.084402	-85.4491505	-84.1611432
Anchorage	61.2163129	-149.894852	61.0563129	61.3763129	-150.054852	-149.734852
Huimanguillo	17.7620967	-93.6634408051158	17.3128431	18.211346	-94.1297562	-93.295361
Multnomah County	45.5093799	-122.4006413	44.8093799	46.2093799	-123.1006413	-121.7006413
Johnson County IA	41.6861834	-91.6061124	41.422211	41.8620363	-91.83374	-91.3658861
Fayette County IA	42.8420766	-91.850265	42.6418253	43.082619	-92.08197	-91.604019
Johnson County IA	41.6861834	-91.6061124	41.422211	41.8620363	-91.83374	-91.3658861
Milwaukee County	43.0180325	-87.5807546062858	42.8420684	43.1925791	-88.0699027	-87.069419
Allamakee County	43.2961731	-91.3961856	43.0797806	43.500993	-91.609489	-91.05791
Crawford County WI	43.2271639	-90.8938474	42.9883561	43.4238142	-91.21499	-90.6657711
Lee County IL	41.7459056	-89.2888533	41.58448	41.912243	-89.63237	-88.9387102
Garabito	9.7072481	-84.6218658823131	9.536026	9.8784789	-84.7012342	-84.5283469
Arraiján	8.98985635	-79.6793266702984	8.8590873	9.1214079	-79.8166075	-79.5598312
Siquirres	10.1493599	-83.481556286107	9.9818046	10.3169376	-83.725215	-83.2689654
Canoas CR	35.9776891	-120.2422615	35.9753328	35.9795345	-120.2432268	-120.2412084
Palmar	6.52548015	-73.2829254149924	6.4841785	6.5674795	-73.312605	-73.2728004
San Pedro CR	35.2197649	-106.3022466	35.1997649	35.2397649	-106.3222466	-106.2822466
Puerto Cortes	15.851465	-87.9426681	15.5922282	16.1637764	-88.1755849	-87.7005235
Greater Houston Area	29.939219	-95.3963667	29.939219	29.9395771	-95.3979167	-95.3963667
Greater Houston Area	29.939219	-95.3963667	29.939219	29.9395771	-95.3979167	-95.3963667
Ottawa	45.421106	-75.690308	45.261106	45.581106	-75.850308	-75.530308
Indianapolis	39.7683331	-86.1583502	39.6321626	39.9275253	-86.3281207	-85.9380401
Multnomah County	45.5093799	-122.4006413	44.8093799	46.2093799	-123.1006413	-121.7006413
Houston	29.7589382	-95.3676974	29.5370705	30.1103506	-95.9097419	-95.0120525
Houston	29.7589382	-95.3676974	29.5370705	30.1103506	-95.9097419	-95.0120525
Houston	29.7589382	-95.3676974	29.5370705	30.1103506	-95.9097419	-95.0120525
Maricopa County	33.34883	-112.49123	32.5049739	34.0481432	-113.333755	-111.0399049
San Luis Rio Colorado	31.9939146	-114.290773141853	31.491	32.4940771	-115.0530223	-113.5434511
Yolo County	38.7184542	-121.9059001	38.3133402	38.9259921	-122.4229285	-121.50117
Tijuana	32.5010188	-116.9646629	32.3410188	32.6610188	-117.1246629	-116.8046629
Madera County	37.1716264	-119.7737991	36.7629085	37.7782353	-120.5453556	-119.0231339
Madera County	37.1716264	-119.7737991	36.7629085	37.7782353	-120.5453556	-119.0231339
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Maui County	20.7580586	-156.3105232	20.457266	21.278773	-157.366549	-155.926837
Maui County	20.7580586	-156.3105232	20.457266	21.278773	-157.366549	-155.926837
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Pima County	32.1112624	-111.6546163	31.4254941	32.514423	-113.333992	-110.4473185
Milwaukee County	43.0180325	-87.5807546062858	42.8420684	43.1925791	-88.0699027	-87.069419
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Caddo Parish	32.529173	-93.8931785	32.195728	33.019372	-94.0431869	-93.471283
Yakima County	46.4135961	-120.730253	46.040098	47.0891105	-121.523938	-119.8654244
Maricopa County	33.34883	-112.49123	32.5049739	34.0481432	-113.333755	-111.0399049
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Honolulu County	21.468151	-157.960511	21.2160765	28.517269	-178.443593	-157.6158857
Washington County NY	43.2294536	-73.4471343	42.941222	43.808477	-73.6368857	-73.2414865
Wyoming County	41.5179097	-76.019111	41.3771607	41.653061	-76.2828209	-75.719978
Kent County	33.1665316	-100.7846477	32.962932	33.3990719	-101.0388436	-100.517449
Kent County	33.1665316	-100.7846477	32.962932	33.3990719	-101.0388436	-100.517449
Washington County OR	45.56614365	-122.857533935248	45.5659174	45.5663925	-122.8578099	-122.8572546
Multnomah County	45.5093799	-122.4006413	44.8093799	46.2093799	-123.1006413	-121.7006413
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
Sussex County	36.9096897	-77.2741121	36.707642	37.1139679	-77.6197328	-76.9535356
Kings County NY	40.64530975	-73.9550230275334	40.5498513	40.7394026	-74.0558455	-73.8335645
Kent County	33.1665316	-100.7846477	32.962932	33.3990719	-101.0388436	-100.517449
Tijuana	32.5010188	-116.9646629	32.3410188	32.6610188	-117.1246629	-116.8046629
Yuma	32.665135	-114.476031572498	32.652402	32.726216	-114.6590405	-114.466075
Tijuana	32.5010188	-116.9646629	32.3410188	32.6610188	-117.1246629	-116.8046629
Tijuana	32.5010188	-116.9646629	32.3410188	32.6610188	-117.1246629	-116.8046629
Houston	29.7589382	-95.3676974	29.5370705	30.1103506	-95.9097419	-95.0120525
Tijuana	32.5010188	-116.9646629	32.3410188	32.6610188	-117.1246629	-116.8046629
Toronto	43.6534817	-79.3839347	43.5802533	43.8554425	-79.6392727	-79.1132193
Kent County	33.1665316	-100.7846477	32.962932	33.3990719	-101.0388436	-100.517449
Queens	40.7498243	-73.7976337	40.5419011	40.8009249	-73.9626879	-73.7001809
San Diego	32.7174202	-117.1627728	32.5347726	33.114249	-117.3098053	-116.9057226
Yakima County	46.4135961	-120.730253	46.040098	47.0891105	-121.523938	-119.8654244
Santa Clara County	37.2333253	-121.6846349	36.8931127	37.4846245	-122.2025817	-121.2082946
Tijuana	32.5010188	-116.9646629	32.3410188	32.6610188	-117.1246629	-116.8046629
Multnomah County	45.5093799	-122.4006413	44.8093799	46.2093799	-123.1006413	-121.7006413
Tilaran	10.4837473	-84.9009522046287	10.3205476	10.65808	-85.0468553	-84.7661614
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
Multnomah County	45.5093799	-122.4006413	44.8093799	46.2093799	-123.1006413	-121.7006413
Hermosillo	29.0948207	-110.9692202	28.9348207	29.2548207	-111.1292202	-110.8092202
Yuma	32.665135	-114.476031572498	32.652402	32.726216	-114.6590405	-114.466075
Madison County AL	34.7736807	-86.5675095	34.476662	34.99207	-86.7900926	-86.258301
Kent County	33.1665316	-100.7846477	32.962932	33.3990719	-101.0388436	-100.517449
New Castle County	39.6159851	-75.662956	39.2902319	39.8394337	-75.7890403	-75.4052809
Sussex County	36.9096897	-77.2741121	36.707642	37.1139679	-77.6197328	-76.9535356
King County	33.588178	-100.2178972	33.3969915	33.8359922	-100.5186409	-99.9909488
Caddo Parish	32.529173	-93.8931785	32.195728	33.019372	-94.0431869	-93.471283
Bossier Parish	32.6676663	-93.5959786	32.235832	33.0194557	-93.843933	-93.372925
Webster Parish	32.6358137	-93.3285187	32.409897	33.018616	-93.533577	-93.146645
Chicago	41.8755616	-87.6244212	41.644531	42.0230396	-87.940101	-87.5240812
Caddo Parish	32.529173	-93.8931785	32.195728	33.019372	-94.0431869	-93.471283
Sarapiqui	10.5925359	-83.9687564	10.1822817	10.7924623	-84.1617151	-83.7106848
Interior Alaska	61.2222765	-149.85784875	61.222165	61.222388	-149.858363	-149.857335
Allegheny County	40.4597204	-79.9760405	40.194343	40.674935	-80.360873	-79.688761
Allegheny County	40.4597204	-79.9760405	40.194343	40.674935	-80.360873	-79.688761
Pima County	32.1112624	-111.6546163	31.4254941	32.514423	-113.333992	-110.4473185
Sussex County	36.9096897	-77.2741121	36.707642	37.1139679	-77.6197328	-76.9535356
Grays Harbor County	47.1744169	-123.8658829	46.790956	47.5340066	-124.4781769	-123.1620347
Tijuana	32.5010188	-116.9646629	32.3410188	32.6610188	-117.1246629	-116.8046629
San Diego	32.7174202	-117.1627728	32.5347726	33.114249	-117.3098053	-116.9057226
Tijuana	32.5010188	-116.9646629	32.3410188	32.6610188	-117.1246629	-116.8046629
Washington County OR	45.56614365	-122.857533935248	45.5659174	45.5663925	-122.8578099	-122.8572546
La Crosse County	43.8890516	-91.0902393	43.725307	44.0907285	-91.425188	-90.9099984
Cook County	41.8197385	-87.756525	41.4697052	42.1542933	-88.2636451	-87.110525
Johnson County IL	37.4501818	-88.8844045	37.295753	37.60183	-89.04422	-88.707047
Ottawa	45.421106	-75.690308	45.261106	45.581106	-75.850308	-75.530308
Yamhill County	45.2298399	-123.2180414	45.0736464	45.434357	-123.785491	-122.8497598
Humboldt County	40.5997415	-123.8997734	40.0013855	41.4658436	-124.482003	-123.4057504
Westchester County	41.1763139	-73.7907554	40.871721	41.366375	-73.983284	-73.482695
Sussex County	36.9096897	-77.2741121	36.707642	37.1139679	-77.6197328	-76.9535356
New Castle County	39.6159851	-75.662956	39.2902319	39.8394337	-75.7890403	-75.4052809
St. Louis MO	38.6529545	-90.2411165602464	38.5323215	38.7743396	-90.3206525	-90.1641941
Toronto	43.6534817	-79.3839347	43.5802533	43.8554425	-79.6392727	-79.1132193
Grecia	38.9953683	21.9877132	34.7006096	41.7488889	19.2477876	29.7296986
Liberia	5.7499721	-9.3658524	4.1555907	8.5519251	-11.6080764	-7.367323
La Cruz	11.0090665	-85.5506962685735	10.7982049	11.2195684	-85.9788778	-85.2302074
Sardinal	10.1173153	-84.825728	10.0973153	10.1373153	-84.845728	-84.805728
Allegheny County	40.4597204	-79.9760405	40.194343	40.674935	-80.360873	-79.688761
Allegheny County	40.4597204	-79.9760405	40.194343	40.674935	-80.360873	-79.688761
Curridabat	9.91651155	-84.0309429509653	9.8937614	9.938912	-84.052539	-84.0040207
San Diego CR	33.6811803	-117.8086012	33.6506489	33.6897798	-117.867072	-117.7562567
La Cruz	11.0090665	-85.5506962685735	10.7982049	11.2195684	-85.9788778	-85.2302074
Alajuela	10.4624947	-84.4674980076129	9.8389765	11.084402	-85.4491505	-84.1611432
Alajuelita	9.88904325	-84.1061032920821	9.8463805	9.9316272	-84.1463857	-84.083951
San Jose	37.3361905	-121.890583	37.124503	37.4692175	-122.045672	-121.589153
Cutris	10.6938099	-84.3279374888928	10.4713298	10.9170132	-84.5388983	-84.1858249
San Isidro (Alajuela)	10.0780962	-84.1931678	10.022308	10.1585017	-84.230687	-84.1612523
Pococi	10.5026883	-83.655901104935	10.0630238	10.9423977	-83.9473299	-83.341976
Santa Clara County	37.2333253	-121.6846349	36.8931127	37.4846245	-122.2025817	-121.2082946
Hudson County	40.7381635	-74.0550731	40.642149	40.823569	-74.166087	-73.984883
Quesada	37.8429817	-3.0669209	37.595651	37.8945163	-3.2264591	-2.9479887
Corredor	-3.7357783	-40.873577	-3.7557783	-3.7157783	-40.893577	-40.853577
Perez Zeledon	9.3364185	-83.6453628664005	9.074894	9.5984479	-84.0019927	-83.42514
Sabanilla	17.32517825	-92.6343042361831	17.1932081	17.4570978	-92.7355869	-92.5114106
Bagaces	10.515753	-85.2852320358251	10.2499039	10.781414	-85.4340652	-85.0615338
Tres Rios CR	9.9080401	-83.9872	9.8995691	9.914775	-83.9960245	-83.9768976
Occidental	38.4010855	-122.931263251282	38.372316	38.429859	-122.974492	-122.89961
Mercedes	-24.4504957	-54.1647255	-24.499	-24.3710621	-54.294347	-54.0900709
Alajuela	10.4624947	-84.4674980076129	9.8389765	11.084402	-85.4491505	-84.1611432
Cartago CR	9.8642435	-83.9204377	9.7042435	10.0242435	-84.0804377	-83.7604377
San Ramon	41.7253374	1.363189	41.707489	41.7561674	1.3229489	1.4016795
Pitahaya	18.0020368	-66.0648908	17.9820368	18.0220368	-66.0848908	-66.0448908
Llorente	11.4114053	125.5459031	11.3714053	11.4514053	125.5059031	125.5859031
San Antonio	29.4246002	-98.4951405	29.1862572	29.7309623	-98.8131865	-98.2230029
Alajuela	10.4624947	-84.4674980076129	9.8389765	11.084402	-85.4491505	-84.1611432
La Cruz	11.0090665	-85.5506962685735	10.7982049	11.2195684	-85.9788778	-85.2302074
Purral	9.9552442	-84.0322962	9.9515738	9.9673107	-84.0396612	-83.9930597
San Francisco de Dos Rios	9.9084178	-84.0594842	9.9003249	9.9162617	-84.0692093	-84.0471335
Paraiso	8.6614265	-82.5870844	8.6084016	8.7826502	-82.6001436	-82.553882
San Francisco de Dos Rios	9.9084178	-84.0594842	9.9003249	9.9162617	-84.0692093	-84.0471335
Granadilla	9.9342017	-84.0138034	9.9229284	9.938912	-84.0415324	-84.0050196
San Rafael Cartago	9.8698026	-83.9036025	9.8478343	9.8925084	-83.9107582	-83.8794987
Guacima	9.9628161	-84.2543221	9.9230042	9.9995721	-84.3095739	-84.2079305
Orosi	36.5473778	-119.289248289386	36.5301349	36.5645837	-119.3050422	-119.2778626
Purral	9.9552442	-84.0322962	9.9515738	9.9673107	-84.0396612	-83.9930597
Santa Rosa CR	49.0185038	-117.9859131	49.0166082	49.0237079	-118	-117.9709325
Corredor	-3.7357783	-40.873577	-3.7557783	-3.7157783	-40.893577	-40.853577
Santiago (Alajuela)	10.0652058	-84.4863993	9.9929492	10.0831065	-84.6089521	-84.4734284
Horquetas	10.3370076	-83.9539378	10.3170076	10.3570076	-83.9739378	-83.9339378
Liberia	5.7499721	-9.3658524	4.1555907	8.5519251	-11.6080764	-7.367323
Carmen	7.3745798	125.674159821529	7.3080778	7.4406375	125.6032669	125.7620966
San Juan	18.465299	-66.116666	18.2965306	18.4719861	-66.1250904	-65.9914197
Aguacaliente	1.4167062	-75.7214561	1.3700693	1.531912	-75.7950439	-75.6023059
Barbacoas	1.49613655	-78.0764462033363	1.1382662	1.854468	-78.5096821	-77.791602
Golfito	8.5337895	-83.4584483993773	8.0405401	8.8143311	-83.6500756	-82.8857555
Corredor	-3.7357783	-40.873577	-3.7557783	-3.7157783	-40.893577	-40.853577
San Diego CR	33.6811803	-117.8086012	33.6506489	33.6897798	-117.867072	-117.7562567
San Roque CR	34.465051	-119.731562	34.4383578	34.492413	-119.7465314	-119.718111
Guapiles	10.2152164	-83.7913841	10.0836363	10.3363816	-83.9473299	-83.769011
Oreamuno	9.9974653	-83.845703198973	9.8478343	10.1474836	-83.9473299	-83.8127777
Paracito	9.9939017	-84.0252872	9.9903902	10.0141578	-84.034888	-84.0230635
Puerto Viejo	10.4541312	-84.0096613	10.4321175	10.7153296	-84.082421	-83.827164
New Castle County	39.6159851	-75.662956	39.2902319	39.8394337	-75.7890403	-75.4052809
San Rafael de Escazú	9.9299595	-84.1360509	9.9172787	9.9723315	-84.1857545	-84.1207244
Sussex County	36.9096897	-77.2741121	36.707642	37.1139679	-77.6197328	-76.9535356
Kent County	33.1665316	-100.7846477	32.962932	33.3990719	-101.0388436	-100.517449
Rockland County	41.1519319	-74.0357266	40.996703	41.3213788	-74.2344046	-73.8891569
Interior Alaska	61.2222765	-149.85784875	61.222165	61.222388	-149.858363	-149.857335
Bronx	40.8466508	-73.8785937	40.7853712	40.9152598	-73.9336575	-73.7653293
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
Passaic County	41.0461864	-74.3177933	40.8199335	41.2032933	-74.5032124	-74.106786
Hudson County	40.7381635	-74.0550731	40.642149	40.823569	-74.166087	-73.984883
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
Ponce	18.011564	-66.613958	17.9612656	18.1723214	-66.699116	-66.5304188
Toronto	43.6534817	-79.3839347	43.5802533	43.8554425	-79.6392727	-79.1132193
Brazos County	30.65231335	-96.3805801469641	30.3305586	30.9739682	-96.6018381	-96.0799063
Hawaii County	19.6273325	-155.5645619	18.864031	20.3194745	-156.1113048	-154.7576591
Racine County	42.72723705	-88.0429623674584	42.6108553	42.8435597	-88.3072546	-87.7555961
Racine County	42.72723705	-88.0429623674584	42.6108553	42.8435597	-88.3072546	-87.7555961
La Crosse County	43.8890516	-91.0902393	43.725307	44.0907285	-91.425188	-90.9099984
Clark County WA	45.7669047	-122.4940866	45.5437226	46.0597239	-122.7962496	-122.2445313
Yolo County	38.7184542	-121.9059001	38.3133402	38.9259921	-122.4229285	-121.50117
Bureau County	41.4016294	-89.5341179	41.1486404	41.586723	-89.861053	-89.164948
Houston	29.7589382	-95.3676974	29.5370705	30.1103506	-95.9097419	-95.0120525
Contra Costa County	37.9034806	-121.9175345	37.7184794	38.1045118	-122.441484	-121.5342719
Multnomah County	45.5093799	-122.4006413	44.8093799	46.2093799	-123.1006413	-121.7006413
Liberia	5.7499721	-9.3658524	4.1555907	8.5519251	-11.6080764	-7.367323
Ponce	18.011564	-66.613958	17.9612656	18.1723214	-66.699116	-66.5304188
Pima County	32.1112624	-111.6546163	31.4254941	32.514423	-113.333992	-110.4473185
Yuma	32.665135	-114.476031572498	32.652402	32.726216	-114.6590405	-114.466075
Union County NJ	40.6652251	-74.3045277	40.591903	40.739334	-74.463348	-74.1377655
Cook County	41.8197385	-87.756525	41.4697052	42.1542933	-88.2636451	-87.110525
Multnomah County	45.5093799	-122.4006413	44.8093799	46.2093799	-123.1006413	-121.7006413
Interior Alaska	61.2222765	-149.85784875	61.222165	61.222388	-149.858363	-149.857335
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
Kent County	33.1665316	-100.7846477	32.962932	33.3990719	-101.0388436	-100.517449
Cook County	41.8197385	-87.756525	41.4697052	42.1542933	-88.2636451	-87.110525
Bossier Parish	32.6676663	-93.5959786	32.235832	33.0194557	-93.843933	-93.372925
Bossier Parish	32.6676663	-93.5959786	32.235832	33.0194557	-93.843933	-93.372925
Bossier Parish	32.6676663	-93.5959786	32.235832	33.0194557	-93.843933	-93.372925
Bossier Parish	32.6676663	-93.5959786	32.235832	33.0194557	-93.843933	-93.372925
Bossier Parish	32.6676663	-93.5959786	32.235832	33.0194557	-93.843933	-93.372925
Bossier Parish	32.6676663	-93.5959786	32.235832	33.0194557	-93.843933	-93.372925
Houston	29.7589382	-95.3676974	29.5370705	30.1103506	-95.9097419	-95.0120525
Bergen County	40.9678345	-74.0563254	40.762114	41.133995	-74.272484	-73.8940326
New York City	40.7127281	-74.0060152	40.477399	40.9161785	-74.25909	-73.7001809
Ottawa	45.421106	-75.690308	45.261106	45.581106	-75.850308	-75.530308
Bergen County	40.9678345	-74.0563254	40.762114	41.133995	-74.272484	-73.8940326
Sussex County	36.9096897	-77.2741121	36.707642	37.1139679	-77.6197328	-76.9535356
Houston	29.7589382	-95.3676974	29.5370705	30.1103506	-95.9097419	-95.0120525
Marion County OR	44.8964425	-122.7203248	44.68394	45.285091	-123.1807212	-121.7333453
Matamoros	25.8520977	-97.5017951	25.6920977	26.0120977	-97.6617951	-97.3417951
Toronto	43.6534817	-79.3839347	43.5802533	43.8554425	-79.6392727	-79.1132193
New Castle County	39.6159851	-75.662956	39.2902319	39.8394337	-75.7890403	-75.4052809
Toronto	43.6534817	-79.3839347	43.5802533	43.8554425	-79.6392727	-79.1132193
